,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
5023,Manhattan,Harlem,40.80465,-73.95365,Entire home/apt,139,3,24,0.49,1,0
5024,Manhattan,Harlem,40.82544,-73.9402,Private room,65,7,45,0.92,1,290
5025,Manhattan,East Village,40.72966,-73.98515,Private room,65,2,13,0.28,2,157
5026,Brooklyn,Prospect Heights,40.67426,-73.96586,Private room,150,2,13,0.26,1,0
5027,Queens,Astoria,40.7638,-73.91622,Entire home/apt,115,2,5,0.08,1,0
5028,Manhattan,Financial District,40.70883,-74.01266,Entire home/apt,299,7,6,0.19,1,0
5029,Brooklyn,Flatbush,40.63981,-73.95712,Entire home/apt,80,2,103,1.7,1,0
5030,Brooklyn,Carroll Gardens,40.68184,-73.99308,Private room,80,21,88,1.5,1,364
5031,Brooklyn,Clinton Hill,40.69741,-73.96942,Entire home/apt,100,1,0,0.0,1,0
5032,Manhattan,Chelsea,40.74016,-74.00049,Private room,135,1,14,0.27,1,0
5033,Brooklyn,Prospect-Lefferts Gardens,40.65554,-73.96046,Private room,80,2,122,2.07,1,227
5034,Brooklyn,Flatbush,40.63631,-73.95313,Private room,69,1,4,0.09,1,0
5035,Manhattan,East Harlem,40.7946,-73.94105,Private room,75,30,2,0.04,8,352
5036,Brooklyn,Park Slope,40.66981,-73.98462,Entire home/apt,94,10,26,0.52,1,0
5037,Brooklyn,South Slope,40.66748,-73.98971,Entire home/apt,192,4,6,0.14,1,8
5038,Manhattan,East Harlem,40.79319,-73.94209,Private room,50,21,3,0.3,8,350
5039,Manhattan,East Harlem,40.7942,-73.94136,Private room,58,21,2,0.04,8,331
5040,Queens,Long Island City,40.76481,-73.93163,Entire home/apt,120,6,25,0.42,4,346
5041,Brooklyn,Williamsburg,40.71286,-73.96244,Private room,69,2,11,0.18,2,0
5042,Queens,Jackson Heights,40.75193,-73.89085,Private room,50,4,2,0.03,1,0
5043,Manhattan,Harlem,40.82279,-73.94947,Entire home/apt,125,3,8,0.13,1,0
5044,Brooklyn,Bushwick,40.69217,-73.90768,Private room,50,30,14,0.23,6,88
5045,Brooklyn,Sunset Park,40.64894,-74.00621,Private room,85,3,47,0.81,1,299
5046,Queens,Ridgewood,40.70554,-73.90729,Private room,59,1,173,2.87,3,352
5047,Manhattan,Upper East Side,40.77274,-73.95732,Entire home/apt,130,30,3,0.08,29,308
5048,Manhattan,Lower East Side,40.71749,-73.99016,Entire home/apt,104,30,11,0.19,8,80
5049,Queens,Sunnyside,40.74365,-73.91632,Entire home/apt,95,30,8,0.16,3,332
5050,Manhattan,Hell's Kitchen,40.76385,-73.9905,Entire home/apt,199,5,40,0.68,8,43
5051,Bronx,Concourse,40.81954,-73.92715,Private room,105,1,3,0.14,2,365
5052,Brooklyn,Bedford-Stuyvesant,40.68599,-73.95182,Private room,34,6,81,1.35,3,92
5053,Brooklyn,Flatbush,40.64372,-73.95969,Entire home/apt,120,3,12,0.22,1,0
5054,Bronx,Concourse Village,40.82603,-73.92312,Entire home/apt,87,6,11,0.28,1,0
5055,Queens,Queens Village,40.7229,-73.7462,Entire home/apt,125,1,30,0.5,2,158
5056,Brooklyn,Bushwick,40.68779,-73.90521,Entire home/apt,170,2,41,0.69,2,0
5057,Manhattan,Upper East Side,40.77242,-73.96212,Entire home/apt,250,7,3,0.06,1,0
5058,Manhattan,East Harlem,40.79032,-73.94523,Private room,55,1,3,0.05,1,0
5059,Queens,Sunnyside,40.74269,-73.91518,Private room,80,1,57,0.97,1,253
5060,Queens,Sunnyside,40.74493,-73.91528,Entire home/apt,95,30,10,0.28,3,332
5061,Manhattan,Morningside Heights,40.80309,-73.96367,Private room,150,1,13,1.27,3,273
5062,Brooklyn,Windsor Terrace,40.65413,-73.97684,Entire home/apt,140,5,28,0.6,1,192
5063,Brooklyn,Bedford-Stuyvesant,40.67927,-73.93208,Entire home/apt,150,3,117,1.96,1,242
5064,Manhattan,Lower East Side,40.72138,-73.98371,Entire home/apt,159,3,1,0.02,1,0
5065,Manhattan,Chelsea,40.74994,-73.99612,Entire home/apt,95,75,13,0.23,19,245
5066,Brooklyn,Greenpoint,40.72705,-73.94033,Entire home/apt,159,30,3,0.08,52,365
5067,Brooklyn,Bushwick,40.69942,-73.91209,Private room,65,4,18,0.3,1,0
5068,Brooklyn,Sunset Park,40.65046,-74.00402,Entire home/apt,100,1,26,2.52,1,0
5069,Manhattan,East Village,40.72135,-73.98,Private room,85,5,12,0.2,1,0
5070,Brooklyn,Prospect Heights,40.6786,-73.96694,Entire home/apt,175,2,25,0.43,1,2
5071,Brooklyn,Carroll Gardens,40.68235,-73.99806,Entire home/apt,175,3,4,0.07,1,0
5072,Brooklyn,Sheepshead Bay,40.58363,-73.93553,Entire home/apt,260,7,3,0.05,2,363
5073,Brooklyn,Prospect-Lefferts Gardens,40.6553,-73.95816,Entire home/apt,80,3,24,0.4,3,19
5074,Brooklyn,Bedford-Stuyvesant,40.68635,-73.93246,Private room,69,2,56,0.95,7,66
5075,Brooklyn,Bedford-Stuyvesant,40.68949,-73.92784,Entire home/apt,100,3,36,0.6,1,89
5076,Queens,Ditmars Steinway,40.77591,-73.9145,Private room,85,1,31,0.51,2,84
5077,Brooklyn,Bay Ridge,40.63777,-74.02497,Entire home/apt,95,3,2,0.03,1,0
5078,Manhattan,Upper East Side,40.76043,-73.95992,Entire home/apt,160,30,15,0.25,39,333
5079,Brooklyn,Kensington,40.63402,-73.97556,Private room,49,2,6,0.1,1,0
5080,Brooklyn,Williamsburg,40.71566,-73.941,Private room,65,1,35,0.88,1,0
5081,Manhattan,Gramercy,40.73568,-73.98062,Entire home/apt,150,30,2,0.03,39,331
5082,Manhattan,Hell's Kitchen,40.76073,-73.99215,Entire home/apt,115,30,3,0.06,52,342
5083,Queens,Rockaway Beach,40.5903,-73.8143,Private room,113,2,36,0.74,1,365
5084,Manhattan,Hell's Kitchen,40.76882,-73.98699,Entire home/apt,110,30,10,0.18,52,323
5085,Manhattan,East Harlem,40.78698,-73.944,Private room,75,11,14,0.23,3,0
5086,Manhattan,Midtown,40.7509,-73.96963,Entire home/apt,250,5,2,0.04,1,0
5087,Bronx,Wakefield,40.88855,-73.85127,Private room,50,7,12,0.55,1,0
5088,Brooklyn,Crown Heights,40.6737,-73.95335,Entire home/apt,81,30,99,1.67,3,318
5089,Manhattan,Hell's Kitchen,40.76625,-73.99387,Private room,69,3,168,2.88,2,129
5090,Brooklyn,Greenpoint,40.71952,-73.94844,Private room,125,5,1,0.03,2,0
5091,Brooklyn,Williamsburg,40.71202,-73.96665,Private room,65,5,2,0.03,1,0
5092,Manhattan,East Village,40.73312,-73.99097,Entire home/apt,150,62,0,0.0,1,358
5093,Manhattan,Upper East Side,40.77448,-73.96102,Entire home/apt,175,30,2,0.06,96,281
5094,Brooklyn,Midwood,40.62401,-73.95775,Private room,49,2,26,0.54,1,362
5095,Manhattan,Nolita,40.72168,-73.99544,Entire home/apt,191,3,51,0.88,1,55
5096,Manhattan,Flatiron District,40.7411,-73.98455,Entire home/apt,200,4,0,0.0,1,0
5097,Manhattan,Hell's Kitchen,40.76522,-73.99486,Entire home/apt,250,2,6,0.11,1,0
5098,Brooklyn,Crown Heights,40.67541,-73.94408,Entire home/apt,216,1,233,3.89,1,295
5099,Brooklyn,Bedford-Stuyvesant,40.68412,-73.95039,Entire home/apt,200,3,0,0.0,1,0
5100,Brooklyn,Williamsburg,40.70917,-73.94918,Private room,119,2,43,0.72,1,0
5101,Manhattan,Upper East Side,40.77222,-73.95604,Entire home/apt,118,30,4,0.08,29,341
5102,Manhattan,Midtown,40.74911,-73.98202,Private room,95,3,67,1.65,1,355
5103,Brooklyn,Greenpoint,40.73526,-73.95375,Entire home/apt,110,3,34,0.57,1,12
5104,Brooklyn,Bay Ridge,40.62356,-74.024,Entire home/apt,170,4,137,2.55,1,302
5105,Manhattan,Upper East Side,40.7729,-73.95276,Entire home/apt,99,3,9,0.15,1,0
5106,Brooklyn,Bedford-Stuyvesant,40.68337,-73.95819,Entire home/apt,172,30,9,0.16,21,342
5107,Queens,Sunnyside,40.74532,-73.91974,Private room,75,2,3,0.06,1,0
5108,Brooklyn,Bedford-Stuyvesant,40.69437,-73.95841,Private room,50,5,18,0.79,1,0
5109,Brooklyn,Bedford-Stuyvesant,40.6916,-73.94714,Private room,77,2,145,2.42,1,365
5110,Brooklyn,Navy Yard,40.69839,-73.97666,Entire home/apt,125,14,15,0.41,1,32
5111,Queens,Sunnyside,40.74189,-73.92375,Private room,75,2,111,1.89,1,348
5112,Manhattan,Harlem,40.80677,-73.94977,Entire home/apt,350,2,13,0.35,1,0
5113,Brooklyn,Crown Heights,40.66709,-73.9514,Private room,55,4,27,0.46,4,261
5114,Brooklyn,Bedford-Stuyvesant,40.68138,-73.95018,Entire home/apt,99,2,216,3.61,1,321
5115,Brooklyn,Park Slope,40.67164,-73.97761,Entire home/apt,545,2,6,0.12,3,227
5116,Manhattan,Washington Heights,40.84686,-73.94181,Private room,70,2,277,4.67,3,244
5117,Brooklyn,Bedford-Stuyvesant,40.68908,-73.92893,Private room,250,2,0,0.0,1,365
5118,Brooklyn,Bushwick,40.68781,-73.91377,Entire home/apt,150,4,2,0.03,1,0
5119,Brooklyn,Bushwick,40.69753,-73.93619,Private room,55,2,20,0.41,1,19
5120,Brooklyn,Crown Heights,40.67472,-73.94737,Entire home/apt,100,7,46,0.87,1,0
5121,Brooklyn,Clinton Hill,40.69494,-73.96888,Entire home/apt,100,5,7,0.12,1,0
5122,Brooklyn,Bedford-Stuyvesant,40.68822,-73.94357,Entire home/apt,95,2,116,2.18,1,226
5123,Manhattan,Gramercy,40.73632,-73.98475,Entire home/apt,175,30,0,0.0,96,312
5124,Manhattan,Upper West Side,40.77905,-73.97939,Entire home/apt,200,4,22,0.45,1,2
5125,Manhattan,Greenwich Village,40.72858,-73.99951,Entire home/apt,190,1,20,0.33,1,0
5126,Brooklyn,Bedford-Stuyvesant,40.68769,-73.95333,Private room,65,2,3,0.06,1,0
5127,Brooklyn,Fort Greene,40.68927,-73.96957,Entire home/apt,400,2,120,2.05,1,300
5128,Brooklyn,Kensington,40.64644,-73.9756,Entire home/apt,95,1,10,0.21,1,0
5129,Manhattan,West Village,40.73419,-74.00213,Entire home/apt,197,2,207,3.46,2,166
5130,Brooklyn,Kensington,40.64295,-73.97632,Entire home/apt,395,3,20,0.34,1,9
5131,Brooklyn,Bedford-Stuyvesant,40.69134,-73.94468,Private room,100,1,2,0.04,1,365
5132,Brooklyn,Bedford-Stuyvesant,40.68592,-73.95502,Entire home/apt,200,3,6,0.1,1,0
5133,Brooklyn,Williamsburg,40.71385,-73.94156,Entire home/apt,165,3,6,0.1,1,0
5134,Brooklyn,Carroll Gardens,40.68431,-73.99782,Entire home/apt,145,5,4,0.07,1,0
5135,Brooklyn,Brownsville,40.66827,-73.92509,Entire home/apt,75,1,135,2.27,1,174
5136,Manhattan,Gramercy,40.73343,-73.98634,Entire home/apt,180,3,72,1.22,1,25
5137,Manhattan,Upper East Side,40.77542,-73.95437,Private room,73,4,48,0.8,5,153
5138,Manhattan,Upper East Side,40.77579,-73.9557,Private room,87,3,61,1.01,5,132
5139,Manhattan,Upper East Side,40.77688,-73.95616,Private room,74,3,60,1.0,5,169
5140,Brooklyn,Prospect Heights,40.67948,-73.97219,Private room,65,1,6,0.12,1,0
5141,Manhattan,Greenwich Village,40.7284,-73.99812,Entire home/apt,199,8,48,1.06,1,37
5142,Brooklyn,Park Slope,40.67916,-73.97454,Private room,65,60,2,0.03,1,0
5143,Manhattan,Upper West Side,40.77918,-73.9874,Entire home/apt,160,7,5,0.09,1,0
5144,Brooklyn,Bushwick,40.69825,-73.92788,Private room,175,1,6,0.1,2,0
5145,Manhattan,Upper West Side,40.77817,-73.97844,Entire home/apt,200,1,0,0.0,1,0
5146,Manhattan,East Village,40.73268,-73.98689,Entire home/apt,195,30,7,0.14,39,331
5147,Brooklyn,Crown Heights,40.66935,-73.9485,Private room,99,5,27,0.7,1,365
5148,Brooklyn,Clinton Hill,40.69034,-73.96675,Entire home/apt,175,1,121,2.03,2,171
5149,Manhattan,Hell's Kitchen,40.76027,-73.99081,Entire home/apt,190,1,0,0.0,1,0
5150,Brooklyn,Bedford-Stuyvesant,40.68473,-73.95697,Entire home/apt,99,3,10,0.28,1,66
5151,Manhattan,Nolita,40.7216,-73.99558,Private room,100,2,6,0.16,1,0
5152,Brooklyn,Prospect-Lefferts Gardens,40.66271,-73.95392,Entire home/apt,199,2,18,0.3,1,0
5153,Brooklyn,Bedford-Stuyvesant,40.67862,-73.94687,Entire home/apt,199,3,118,2.12,1,23
5154,Queens,Sunnyside,40.74502,-73.9169,Entire home/apt,100,3,70,1.21,2,319
5155,Queens,Astoria,40.76977,-73.91596,Shared room,45,2,38,1.6,2,38
5156,Manhattan,East Harlem,40.79508,-73.94895,Private room,72,1,204,3.41,1,219
5157,Manhattan,East Village,40.72669,-73.98419,Entire home/apt,129,2,179,2.99,1,179
5158,Brooklyn,Bedford-Stuyvesant,40.68205,-73.94239,Entire home/apt,100,3,168,2.81,1,317
5159,Brooklyn,Bedford-Stuyvesant,40.69141,-73.95886,Entire home/apt,85,7,2,0.03,1,0
5160,Brooklyn,Kensington,40.6413,-73.98233,Private room,70,1,2,0.03,1,0
5161,Brooklyn,Williamsburg,40.70536,-73.94229,Entire home/apt,100,2,5,0.09,1,0
5162,Brooklyn,Williamsburg,40.70914,-73.95236,Entire home/apt,160,3,1,0.02,1,0
5163,Manhattan,Upper East Side,40.77883,-73.95498,Entire home/apt,185,30,1,0.02,2,365
5164,Brooklyn,Gowanus,40.6779,-73.98421,Entire home/apt,162,1,9,0.23,1,0
5165,Queens,Forest Hills,40.73538,-73.853,Private room,80,1,2,0.03,1,0
5166,Manhattan,Harlem,40.80257,-73.9548,Private room,200,1,0,0.0,1,0
5167,Brooklyn,Bedford-Stuyvesant,40.68905,-73.92685,Private room,45,5,8,0.31,1,247
5168,Brooklyn,Greenpoint,40.72533,-73.94204,Entire home/apt,129,30,6,0.12,52,188
5169,Brooklyn,Williamsburg,40.71795,-73.95804,Private room,55,1,1,0.02,1,0
5170,Brooklyn,Bushwick,40.69865,-73.92972,Private room,68,5,12,0.26,1,14
5171,Brooklyn,Williamsburg,40.71985,-73.94422,Entire home/apt,120,2,1,0.02,1,0
5172,Brooklyn,Bedford-Stuyvesant,40.68732,-73.94058,Private room,55,2,41,1.09,2,0
5173,Brooklyn,Bushwick,40.70033,-73.91197,Private room,50,5,0,0.0,2,0
5174,Brooklyn,Bushwick,40.7001,-73.91204,Private room,50,5,2,0.03,2,0
5175,Brooklyn,Navy Yard,40.69817,-73.9654,Entire home/apt,150,1,7,0.12,1,0
5176,Brooklyn,Williamsburg,40.72037,-73.9596,Entire home/apt,140,30,21,0.38,1,252
5177,Manhattan,Midtown,40.75068,-73.98177,Entire home/apt,136,30,9,0.17,14,220
5178,Manhattan,Nolita,40.72339,-73.99477,Private room,92,5,0,0.0,1,0
5179,Manhattan,Hell's Kitchen,40.76215,-73.99036,Private room,125,3,133,2.25,1,9
5180,Brooklyn,Flatbush,40.65136,-73.95974,Private room,48,5,0,0.0,1,0
5181,Manhattan,Upper East Side,40.77693,-73.95632,Private room,82,3,56,0.94,5,138
5182,Manhattan,Harlem,40.81217,-73.95303,Entire home/apt,150,1,3,0.05,1,0
5183,Brooklyn,Bedford-Stuyvesant,40.68237,-73.94811,Entire home/apt,90,8,17,0.42,1,0
5184,Brooklyn,Bedford-Stuyvesant,40.68667,-73.93897,Entire home/apt,117,5,105,1.77,1,6
5185,Manhattan,Upper East Side,40.77707,-73.95652,Private room,71,3,55,1.03,5,156
5186,Manhattan,Chelsea,40.74944,-73.99631,Entire home/apt,390,3,10,0.17,1,9
5187,Staten Island,St. George,40.64408,-74.07834,Private room,58,3,93,2.1,1,279
5188,Queens,Woodside,40.74626,-73.9009,Private room,50,5,3,0.05,1,0
5189,Brooklyn,Park Slope,40.67256,-73.97212,Entire home/apt,150,5,10,0.17,1,0
5190,Brooklyn,Williamsburg,40.71858,-73.95711,Private room,150,1,9,0.19,1,0
5191,Manhattan,East Harlem,40.79416,-73.93984,Private room,80,7,47,0.8,2,121
5192,Brooklyn,Williamsburg,40.71623,-73.96415,Private room,115,1,78,1.31,1,8
5193,Brooklyn,Windsor Terrace,40.65084,-73.97334,Private room,70,10,0,0.0,1,0
5194,Manhattan,Upper East Side,40.77175,-73.95742,Entire home/apt,95,30,10,0.22,52,336
5195,Brooklyn,Bedford-Stuyvesant,40.69411,-73.93987,Private room,85,2,1,0.05,1,0
5196,Brooklyn,Bedford-Stuyvesant,40.68772,-73.95484,Entire home/apt,180,3,72,1.31,1,291
5197,Manhattan,Murray Hill,40.74735,-73.97671,Entire home/apt,149,3,8,0.17,1,0
5198,Manhattan,Tribeca,40.71726,-74.01134,Entire home/apt,200,7,16,0.34,1,0
5199,Manhattan,Gramercy,40.73601,-73.98205,Private room,69,2,177,2.98,1,285
5200,Manhattan,Morningside Heights,40.80645,-73.95804,Private room,85,5,25,0.44,1,198
5201,Brooklyn,Crown Heights,40.67472,-73.93,Entire home/apt,117,1,82,1.39,1,280
5202,Manhattan,West Village,40.73243,-74.00052,Entire home/apt,219,1,68,1.15,1,122
5203,Queens,Astoria,40.75508,-73.91673,Entire home/apt,100,2,141,2.43,1,216
5204,Brooklyn,Prospect Heights,40.67609,-73.96459,Entire home/apt,320,3,39,0.71,1,242
5205,Manhattan,Kips Bay,40.74213,-73.9801,Private room,95,30,54,0.91,26,335
5206,Brooklyn,Bushwick,40.70322,-73.92913,Private room,110,1,16,0.32,5,345
5207,Manhattan,Harlem,40.80581,-73.95374,Entire home/apt,105,24,2,0.04,1,60
5208,Brooklyn,Williamsburg,40.7151,-73.95422,Entire home/apt,134,4,46,0.89,1,32
5209,Brooklyn,Flatbush,40.65441,-73.96257,Private room,45,10,9,0.26,1,90
5210,Manhattan,Kips Bay,40.73967,-73.98041,Entire home/apt,200,13,3,0.05,1,166
5211,Manhattan,Hell's Kitchen,40.76559,-73.99221,Private room,110,2,79,1.33,1,80
5212,Manhattan,East Harlem,40.80592,-73.93653,Entire home/apt,150,3,72,1.23,2,283
5213,Brooklyn,Bushwick,40.6825,-73.90818,Entire home/apt,149,2,234,3.9,1,255
5214,Manhattan,Morningside Heights,40.81065,-73.96312,Private room,85,2,52,0.91,2,329
5215,Brooklyn,Bedford-Stuyvesant,40.68818,-73.959,Entire home/apt,200,7,5,0.09,1,0
5216,Queens,Astoria,40.76403,-73.92162,Entire home/apt,170,3,116,1.96,2,355
5217,Bronx,Mount Hope,40.84611,-73.91036,Private room,40,3,59,1.0,1,343
5218,Manhattan,Midtown,40.75911,-73.96299,Private room,70,1,0,0.0,1,0
5219,Manhattan,Upper East Side,40.77632,-73.95458,Private room,95,1,389,6.51,2,254
5220,Manhattan,Lower East Side,40.72144,-73.99356,Private room,95,1,64,1.12,2,266
5221,Manhattan,Midtown,40.76514,-73.98058,Private room,350,1,9,0.2,1,0
5222,Brooklyn,Bedford-Stuyvesant,40.6872,-73.93805,Entire home/apt,165,3,173,2.97,1,297
5223,Brooklyn,Prospect Heights,40.67262,-73.96542,Entire home/apt,120,2,21,0.51,1,13
5224,Manhattan,Midtown,40.74596,-73.98678,Private room,130,3,10,0.38,1,0
5225,Brooklyn,Bedford-Stuyvesant,40.68826,-73.9385,Private room,40,1,8,0.16,4,335
5226,Brooklyn,Bedford-Stuyvesant,40.6825,-73.92519,Entire home/apt,130,3,135,2.27,2,206
5227,Manhattan,Harlem,40.80919,-73.94815,Entire home/apt,120,3,80,1.37,1,245
5228,Brooklyn,Bushwick,40.70716,-73.92171,Entire home/apt,90,1,40,0.68,1,0
5229,Brooklyn,Bedford-Stuyvesant,40.68358,-73.94838,Private room,120,2,82,1.6,1,328
5230,Manhattan,Harlem,40.81022,-73.94266,Shared room,115,1,16,0.27,1,365
5231,Manhattan,Chelsea,40.73986,-74.00035,Entire home/apt,150,2,1,0.02,1,0
5232,Manhattan,Greenwich Village,40.7311,-74.00014,Private room,170,1,20,0.4,1,364
5233,Brooklyn,Williamsburg,40.70967,-73.94945,Entire home/apt,124,5,85,1.45,1,238
5234,Manhattan,Upper West Side,40.79253,-73.97378,Entire home/apt,104,30,16,0.28,8,101
5235,Manhattan,Upper West Side,40.79203,-73.97299,Entire home/apt,99,30,14,0.24,8,135
5236,Manhattan,Harlem,40.82217,-73.94149,Private room,85,3,0,0.0,2,88
5237,Brooklyn,Fort Greene,40.68961,-73.97781,Entire home/apt,158,30,5,0.1,21,278
5238,Manhattan,Lower East Side,40.72046,-73.99237,Entire home/apt,400,3,0,0.0,1,0
5239,Manhattan,Washington Heights,40.85672,-73.9302,Shared room,100,2,0,0.0,1,363
5240,Brooklyn,Greenpoint,40.72793,-73.95011,Entire home/apt,115,1,2,0.03,1,0
5241,Bronx,Mott Haven,40.8105,-73.92507,Private room,55,1,276,4.63,2,19
5242,Manhattan,Harlem,40.82621,-73.94596,Private room,72,3,154,2.72,2,153
5243,Manhattan,West Village,40.73254,-74.00698,Entire home/apt,170,30,12,0.22,39,252
5244,Brooklyn,Clinton Hill,40.69352,-73.96556,Entire home/apt,150,7,15,0.27,1,280
5245,Manhattan,Inwood,40.85988,-73.92709,Private room,39,1,13,1.18,2,233
5246,Queens,Ridgewood,40.7012,-73.90008,Private room,49,2,77,1.53,1,1
5247,Queens,Woodside,40.75338,-73.90618,Private room,39,30,9,0.16,18,318
5248,Manhattan,East Village,40.72695,-73.98617,Entire home/apt,200,3,78,1.33,1,336
5249,Brooklyn,Williamsburg,40.71601,-73.95359,Entire home/apt,185,30,12,0.2,1,0
5250,Manhattan,West Village,40.73223,-74.00355,Entire home/apt,200,4,17,0.29,1,35
5251,Brooklyn,Boerum Hill,40.68558,-73.9815,Private room,110,3,1,0.02,1,0
5252,Brooklyn,Park Slope,40.68098,-73.97925,Entire home/apt,275,3,4,0.07,1,0
5253,Brooklyn,Williamsburg,40.71231,-73.95313,Private room,105,1,372,6.23,2,59
5254,Manhattan,East Village,40.72328,-73.98926,Entire home/apt,260,1,299,5.04,2,232
5255,Brooklyn,Williamsburg,40.71283,-73.96714,Entire home/apt,175,25,4,0.07,1,0
5256,Brooklyn,Canarsie,40.64287,-73.90228,Entire home/apt,90,3,96,1.66,1,295
5257,Brooklyn,Williamsburg,40.71694,-73.96017,Entire home/apt,125,21,1,0.02,1,0
5258,Queens,St. Albans,40.7012,-73.75041,Entire home/apt,239,3,11,0.45,2,355
5259,Manhattan,Chelsea,40.73996,-73.99919,Entire home/apt,195,2,31,0.52,1,10
5260,Bronx,Mott Haven,40.80772,-73.91791,Private room,53,1,321,5.46,1,44
5261,Manhattan,Hell's Kitchen,40.75882,-73.99168,Private room,99,1,147,2.84,1,4
5262,Manhattan,Inwood,40.86711,-73.92742,Private room,52,7,0,0.0,1,0
5263,Manhattan,Battery Park City,40.71019,-74.01705,Entire home/apt,130,60,4,0.07,1,13
5264,Manhattan,Battery Park City,40.71031,-74.01557,Entire home/apt,325,30,9,0.16,1,0
5265,Brooklyn,Bedford-Stuyvesant,40.68419,-73.92217,Entire home/apt,135,2,252,4.37,1,35
5266,Brooklyn,Prospect Heights,40.67548,-73.96802,Private room,85,2,206,3.5,2,3
5267,Manhattan,Harlem,40.80384,-73.94692,Private room,68,3,164,2.85,1,87
5268,Queens,Astoria,40.76315,-73.92709,Private room,45,14,1,0.02,1,0
5269,Manhattan,Hell's Kitchen,40.76867,-73.98541,Entire home/apt,87,30,6,0.11,52,365
5270,Brooklyn,Prospect-Lefferts Gardens,40.66082,-73.95419,Private room,89,1,52,1.44,1,188
5271,Brooklyn,Bushwick,40.70784,-73.92224,Entire home/apt,150,3,203,3.42,1,308
5272,Manhattan,Flatiron District,40.73923,-73.98589,Entire home/apt,124,30,10,0.17,1,0
5273,Manhattan,Upper West Side,40.77885,-73.98178,Entire home/apt,169,7,0,0.0,1,0
5274,Queens,Forest Hills,40.72356,-73.83982,Private room,125,2,128,2.17,3,332
5275,Queens,Forest Hills,40.727,-73.83924,Private room,145,2,75,1.27,3,358
5276,Brooklyn,Bushwick,40.70248,-73.93225,Private room,75,1,0,0.0,2,0
5277,Brooklyn,Bushwick,40.70315,-73.93124,Private room,75,2,2,0.04,2,0
5278,Manhattan,Murray Hill,40.74915,-73.97196,Entire home/apt,87,30,7,0.12,52,340
5279,Queens,Sunnyside,40.74219,-73.92585,Private room,50,5,6,1.41,1,54
5280,Manhattan,Hell's Kitchen,40.7662,-73.98612,Entire home/apt,150,30,11,0.2,39,313
5281,Manhattan,Upper West Side,40.79744,-73.97098,Private room,95,30,2,0.04,1,365
5282,Manhattan,Murray Hill,40.74445,-73.97181,Entire home/apt,200,30,7,0.14,39,188
5283,Manhattan,Harlem,40.80293,-73.95586,Entire home/apt,120,1,23,0.45,1,0
5284,Manhattan,Upper West Side,40.77627,-73.98081,Entire home/apt,325,3,70,1.19,1,71
5285,Manhattan,Greenwich Village,40.72774,-74.00004,Entire home/apt,165,2,2,0.04,1,0
5286,Manhattan,Upper West Side,40.79082,-73.97452,Entire home/apt,140,30,4,0.09,96,342
5287,Brooklyn,Bedford-Stuyvesant,40.69634,-73.9441,Private room,33,1,52,0.87,2,255
5288,Manhattan,Lower East Side,40.71962,-73.98434,Entire home/apt,169,4,7,0.14,1,0
5289,Brooklyn,Williamsburg,40.71863,-73.94416,Entire home/apt,75,24,0,0.0,1,27
5290,Manhattan,Gramercy,40.73293,-73.9836,Entire home/apt,190,5,5,0.08,1,0
5291,Queens,Astoria,40.76577,-73.91471,Private room,39,30,9,0.19,18,237
5292,Brooklyn,Bedford-Stuyvesant,40.68252,-73.94443,Entire home/apt,165,4,138,2.66,2,322
5293,Queens,Long Island City,40.74622,-73.94277,Private room,79,1,39,0.83,1,297
5294,Manhattan,Harlem,40.82654,-73.9462,Entire home/apt,125,1,10,0.17,1,297
5295,Manhattan,West Village,40.73016,-74.00259,Entire home/apt,349,4,10,0.17,1,0
5296,Brooklyn,Williamsburg,40.71328,-73.95787,Private room,130,1,0,0.0,1,0
5297,Brooklyn,Canarsie,40.63881,-73.91751,Private room,40,3,41,0.7,3,278
5298,Brooklyn,Crown Heights,40.67767,-73.95162,Entire home/apt,76,5,14,0.28,1,0
5299,Brooklyn,Flatbush,40.64699,-73.96307,Entire home/apt,50,24,0,0.0,1,0
5300,Brooklyn,Bushwick,40.70098,-73.93959,Private room,45,30,25,0.53,1,197
